user_id,profile,date,day_index,total_capacity_gb,used_gb,free_gb,used_pct,photos_gb,videos_gb,apps_gb,documents_gb,system_gb,other_gb,daily_delta_gb,cleanup_event
U001,media_heavy,2024-05-13,133,512.0,180.4682,331.5318,35.248,64.0259,43.5288,25.1784,9.4311,25.4933,12.8106,0.3664,0
U001,media_heavy,2024-05-14,134,512.0,181.0728,330.9272,35.366,64.1847,43.9132,25.1937,9.4501,25.4963,12.8347,0.6046,0
U001,media_heavy,2024-05-15,135,512.0,181.5004,330.4996,35.449,64.3896,44.0887,25.2128,9.46,25.4973,12.8521,0.4276,0
U001,media_heavy,2024-05-16,136,512.0,182.0712,329.9288,35.561,64.6376,44.355,25.2301,9.4695,25.5006,12.8783,0.5708,0
U001,media_heavy,2024-05-17,137,512.0,182.6196,329.3804,35.668,64.7777,44.7146,25.2462,9.4739,25.5043,12.9029,0.5484,0
U001,media_heavy,2024-05-18,138,512.0,183.5115,328.4885,35.842,65.1023,45.2212,25.2701,9.4864,25.5052,12.9262,0.8919,0
U001,media_heavy,2024-05-19,139,512.0,184.3047,327.6953,35.997,65.4582,45.5865,25.2855,9.4999,25.5104,12.9642,0.7932,0
U001,media_heavy,2024-05-20,140,512.0,184.8574,327.1426,36.105,65.6486,45.8791,25.3134,9.5104,25.5136,12.9924,0.5527,0
U001,media_heavy,2024-05-21,141,512.0,185.3058,326.6942,36.193,65.8049,46.1043,25.34,9.5204,25.5171,13.0191,0.4484,0
U001,media_heavy,2024-05-22,142,512.0,185.8659,326.1341,36.302,66.0418,46.3983,25.3477,9.5361,25.5194,13.0226,0.5601,0
U001,media_heavy,2024-05-23,143,512.0,186.3244,325.6756,36.391,66.1818,46.6635,25.3651,9.5448,25.5233,13.046,0.4585,0
U001,media_heavy,2024-05-24,144,512.0,186.8844,325.1156,36.501,66.3992,46.9771,25.3651,9.5533,25.5233,13.0663,0.56,0
U001,media_heavy,2024-05-25,145,512.0,187.885,324.115,36.696,66.7889,47.5393,25.3874,9.5613,25.527,13.081,1.0006,0
U001,media_heavy,2024-05-26,146,512.0,188.6689,323.3311,36.849,67.1731,47.8666,25.4157,9.5741,25.5286,13.1108,0.7839,0
U001,media_heavy,2024-05-27,147,512.0,189.0955,322.9045,36.933,67.3729,48.0598,25.4272,9.5819,25.5324,13.1212,0.4266,0
U001,media_heavy,2024-05-28,148,512.0,189.5403,322.4597,37.02,67.5,48.3009,25.4485,9.6017,25.5333,13.1559,0.4448,0
U001,media_heavy,2024-05-29,149,512.0,190.0791,321.9209,37.125,67.7157,48.5692,25.4732,9.6111,25.5385,13.1714,0.5388,0
U001,media_heavy,2024-05-30,150,512.0,190.536,321.464,37.214,67.8744,48.8218,25.4826,9.6229,25.5437,13.1906,0.4569,0
U001,media_heavy,2024-05-31,151,512.0,190.9539,321.0461,37.296,68.0077,49.0595,25.4867,9.6292,25.547,13.2238,0.4179,0
U001,media_heavy,2024-06-01,152,512.0,191.849,320.151,37.471,68.2577,49.6482,25.5094,9.6386,25.5507,13.2444,0.8951,0
U001,media_heavy,2024-06-02,153,512.0,192.3594,319.6406,37.57,68.522,49.8605,25.514,9.6512,25.5533,13.2585,0.5104,0
U001,media_heavy,2024-06-03,154,512.0,192.9241,319.0759,37.68,68.7564,50.1319,25.5275,9.6661,25.5586,13.2834,0.5647,0
U001,media_heavy,2024-06-04,155,512.0,193.5854,318.4146,37.81,69.0143,50.4838,25.5539,9.6785,25.5624,13.2924,0.6613,0
U001,media_heavy,2024-06-05,156,512.0,193.9614,318.0386,37.883,69.1335,50.6713,25.5873,9.6919,25.5676,13.3097,0.376,0
U001,media_heavy,2024-06-06,157,512.0,194.4646,317.5354,37.981,69.3118,50.9347,25.6083,9.7064,25.5701,13.3332,0.5032,0
U001,media_heavy,2024-06-07,158,512.0,194.9753,317.0247,38.081,69.5263,51.1892,25.6209,9.7155,25.5728,13.3505,0.5107,0
U001,media_heavy,2024-06-08,159,512.0,195.6458,316.3542,38.212,69.8133,51.5506,25.6209,9.7219,25.5754,13.3637,0.6705,0
U001,media_heavy,2024-06-09,160,512.0,196.5419,315.4581,38.387,70.0943,52.1119,25.6417,9.7321,25.5783,13.3837,0.8961,0
U001,media_heavy,2024-06-10,161,512.0,196.7471,315.2529,38.427,70.1617,52.196,25.6564,9.7421,25.5823,13.4084,0.2052,0
U001,media_heavy,2024-06-11,162,512.0,197.3827,314.6173,38.551,70.4046,52.5351,25.6785,9.756,25.5857,13.4228,0.6356,0
U001,media_heavy,2024-06-12,163,512.0,197.8737,314.1263,38.647,70.5993,52.7871,25.7136,9.7562,25.5866,13.431,0.491,0
U001,media_heavy,2024-06-13,164,512.0,198.2356,313.7644,38.718,70.7746,52.9122,25.7238,9.7627,25.5933,13.469,0.3619,0
U001,media_heavy,2024-06-14,165,512.0,198.5907,313.4093,38.787,70.9438,53.067,25.7247,9.7723,25.5948,13.4881,0.3551,0
U001,media_heavy,2024-06-15,166,512.0,199.2929,312.7071,38.924,71.1733,53.4745,25.7486,9.7839,25.5958,13.5167,0.7022,0
U001,media_heavy,2024-06-16,167,512.0,200.0654,311.9346,39.075,71.515,53.8606,25.7549,9.7927,25.5994,13.5428,0.7725,0
U001,media_heavy,2024-06-17,168,512.0,200.7416,311.2584,39.207,71.7818,54.1939,25.7725,9.8057,25.6053,13.5824,0.6762,0
U001,media_heavy,2024-06-18,169,512.0,201.2933,310.7067,39.315,71.9205,54.5662,25.782,9.8104,25.6075,13.6066,0.5517,0
U001,media_heavy,2024-06-19,170,512.0,201.6876,310.3124,39.392,72.0732,54.7589,25.795,9.8169,25.614,13.6296,0.3943,0
U001,media_heavy,2024-06-20,171,512.0,202.0968,309.9032,39.472,72.234,54.9916,25.808,9.8169,25.6149,13.6315,0.4092,0
U001,media_heavy,2024-06-21,172,512.0,202.6441,309.3559,39.579,72.358,55.3485,25.8278,9.832,25.6185,13.6593,0.5473,0
U001,media_heavy,2024-06-22,173,512.0,203.4941,308.5059,39.745,72.687,55.8245,25.8421,9.8443,25.6224,13.6738,0.85,0
U001,media_heavy,2024-06-23,174,512.0,204.1387,307.8613,39.871,72.8794,56.2177,25.8656,9.8511,25.6254,13.6995,0.6446,0
U001,media_heavy,2024-06-24,175,512.0,204.8131,307.1869,40.003,73.1435,56.5685,25.8757,9.8678,25.6276,13.73,0.6744,0
U001,media_heavy,2024-06-25,176,512.0,205.1356,306.8644,40.066,73.3066,56.6661,25.8942,9.8716,25.6321,13.7651,0.3225,0
U001,media_heavy,2024-06-26,177,512.0,205.588,306.412,40.154,73.5058,56.8519,25.908,9.8847,25.635,13.8025,0.4524,0
U001,media_heavy,2024-06-27,178,512.0,206.1331,305.8669,40.26,73.7402,57.1044,25.9363,9.8929,25.6379,13.8214,0.5451,0
U001,media_heavy,2024-06-28,179,512.0,206.7106,305.2894,40.373,73.9569,57.4014,25.9624,9.909,25.6431,13.8376,0.5775,0
U001,media_heavy,2024-06-29,180,512.0,207.3772,304.6228,40.503,74.191,57.7819,25.9766,9.9255,25.6466,13.8554,0.6666,0
U001,media_heavy,2024-06-30,181,512.0,207.6618,304.3382,40.559,74.3032,57.9057,26.0048,9.9358,25.65,13.8622,0.2846,0
U001,media_heavy,2024-07-01,182,512.0,208.2867,303.7133,40.681,74.5864,58.215,26.0267,9.944,25.6524,13.8622,0.6249,0
U001,media_heavy,2024-07-02,183,512.0,208.6669,303.3331,40.755,74.8106,58.3299,26.0402,9.9494,25.654,13.8827,0.3802,0
U001,media_heavy,2024-07-03,184,512.0,209.0578,302.9422,40.832,74.8637,58.621,26.068,9.9584,25.654,13.8927,0.3909,0
U001,media_heavy,2024-07-04,185,512.0,209.3597,302.6403,40.891,74.905,58.8341,26.0763,9.9716,25.656,13.9168,0.3019,0
U001,media_heavy,2024-07-05,186,512.0,209.9017,302.0983,40.996,75.1774,59.0584,26.1003,9.9757,25.6608,13.9292,0.542,0
U001,media_heavy,2024-07-06,187,512.0,210.4013,301.5987,41.094,75.4548,59.2367,26.1228,9.9895,25.6642,13.9333,0.4996,0
U001,media_heavy,2024-07-07,188,512.0,210.9265,301.0735,41.197,75.7907,59.3756,26.1322,10.003,25.6676,13.9574,0.5252,0
U001,media_heavy,2024-07-08,189,512.0,211.5035,300.4965,41.309,75.9934,59.6671,26.1797,10.0122,25.6694,13.9817,0.577,0
U001,media_heavy,2024-07-09,190,512.0,211.8986,300.1014,41.386,76.1461,59.8236,26.2232,10.0235,25.6713,14.0108,0.3951,0
